"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","familiarity","fit_1","fit_2","fit_3","fit_4","fit_5","fit_6","attitude_1","attitude_2","attitude_3","similarity_1","similarity_2","similarity_3","similarity_4","similarity_5","cohesiveness_1","cohesiveness_2","cohesiveness_3","cohesiveness_4","age","gender","country","edu","field","field_2_TEXT","email","FL_9_DO"
"53","2021-04-29 11:36:41","2021-04-29 11:38:40","IP Address",NA,"100","119","True","2021-04-29 11:38:41","R_3hmsD8XCpWBZVS0","","","","",NA,NA,"anonymous","EN","Moderately familiar","5","3","5","5","2","4","6","5","5","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","23","Male","Italy","Bachelor's degree","Business or related","",NA,"sponsor2"
"54","2021-04-29 11:47:13","2021-04-29 11:51:26","IP Address",NA,"100","253","True","2021-04-29 11:51:27","R_2zBkPj0IrUYpoeT","","","","",NA,NA,"anonymous","EN","Moderately familiar","2","4","3","2","5","5","4","4","4","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Strongly agree","Strongly disagree","Somewhat agree","Somewhat agree","31","Female","Russian Federation","Master's degree","Other","Psychology ",NA,"sponsor2"
"55","2021-04-29 12:20:47","2021-04-29 12:25:04","IP Address",NA,"100","257","True","2021-04-29 12:25:04","R_BrzpobjH9c0Eltn","","","","",NA,NA,"anonymous","EN","Slightly familiar","3","2","4","6","4","4","4","4","4","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","28","Male","Netherlands","Bachelor's degree","Business or related","",NA,"sponsor3"
"56","2021-04-29 12:25:09","2021-04-29 12:25:48","IP Address",NA,"100","39","True","2021-04-29 12:25:48","R_2dQof0lxGiroX4n","","","","",NA,NA,"anonymous","EN","Very familiar","4","5","5","7","6","6","6","5","7","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","28","Female","United States of America","Master's degree","Business or related","",NA,"sponsor4"
"57","2021-04-29 12:42:08","2021-04-29 12:49:00","IP Address",NA,"100","411","True","2021-04-29 12:49:01","R_3OdGFogJelrEePf","","","","",NA,NA,"anonymous","EN","Slightly familiar","2","2","2","2","2","2","2","2","2","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","38","Male","India","PhD","Other","",NA,"sponsor2"
"58","2021-04-29 12:50:15","2021-04-29 12:54:13","IP Address",NA,"100","237","True","2021-04-29 12:54:14","R_31SGr77EEKI0c7Q","","","","",NA,NA,"anonymous","EN","Slightly familiar","5","5","5","4","4","5","6","6","6","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","26","Female","Canada","Bachelor's degree","Other","Social Sciences, Psychology",NA,"sponsor1"
"59","2021-04-29 12:54:23","2021-04-29 12:56:08","IP Address",NA,"100","104","True","2021-04-29 12:56:08","R_1JJaOJ0iJBhWbNI","","","","",NA,NA,"anonymous","EN","Moderately familiar","1","1","1","1","1","1","1","1","1","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Strongly disagree","Somewhat disagree","Strongly disagree","Somewhat disagree","25","Female","United States of America","Bachelor's degree","Business or related","",NA,"sponsor4"
"60","2021-04-29 13:10:48","2021-04-29 13:13:04","IP Address",NA,"100","135","True","2021-04-29 13:13:05","R_UbidPZ3PHIveA2B","","","","",NA,NA,"anonymous","EN","Moderately familiar","1","1","1","1","1","1","1","1","1","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Strongly agree","Somewhat disagree","Neither agree nor disagree","Strongly agree","21","Female","Romania","High school","Business or related","",NA,"sponsor2"
"61","2021-04-29 13:21:03","2021-04-29 13:27:35","IP Address",NA,"100","392","True","2021-04-29 13:27:36","R_2UWQgLbDz2WBV0B","","","","",NA,NA,"anonymous","EN","Slightly familiar","4","4","3","4","5","4","4","2","4","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","23","Female","United States of America","Bachelor's degree","Business or related","",NA,"sponsor1"
"62","2021-04-29 13:24:57","2021-04-29 13:28:14","IP Address",NA,"100","196","True","2021-04-29 13:28:15","R_3rHg5asBXe6rugO","","","","",NA,NA,"anonymous","EN","Not familiar at all","5","5","4","6","4","5","5","5","5","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","20","Male","Canada","Bachelor's degree","Business or related","",NA,"sponsor3"
"63","2021-04-29 13:36:08","2021-04-29 13:38:24","IP Address",NA,"100","135","True","2021-04-29 13:38:25","R_8i98UnucVM1xsA1","","","","",NA,NA,"anonymous","EN","Very familiar","2","2","1","3","3","2","2","3","3","Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly disagree","Strongly disagree","Somewhat disagree","Strongly disagree","20","Female","United Kingdom of Great Britain and Northern Ireland","Bachelor's degree","Other","",NA,"sponsor3"
"64","2021-04-29 13:40:34","2021-04-29 13:42:39","IP Address",NA,"100","124","True","2021-04-29 13:42:39","R_1K1MvUE8lOu8PkZ","","","","",NA,NA,"anonymous","EN","Slightly familiar","6","5","5","4","2","7","7","7","7","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","23","Female","Italy","Bachelor's degree","Other","Marketing ",NA,"sponsor2"
"65","2021-04-29 13:45:05","2021-04-29 13:47:59","IP Address",NA,"100","173","True","2021-04-29 13:47:59","R_217hgUAfEFg7Sed","","","","",NA,NA,"anonymous","EN","Moderately familiar","6","6","6","5","6","7","7","6","6","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","22","Female","Germany","Bachelor's degree","Business or related","",NA,"sponsor1"
"66","2021-04-29 14:20:15","2021-04-29 14:25:11","IP Address",NA,"100","296","True","2021-04-29 14:25:12","R_24BpdfcT7Vzduf3","","","","",NA,NA,"anonymous","EN","Moderately familiar","2","6","2","6","4","4","4","4","4","Strongly agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","27","Male","Netherlands","Bachelor's degree","Business or related","",NA,"sponsor3"
"67","2021-04-29 14:27:39","2021-04-29 14:29:50","IP Address",NA,"100","131","True","2021-04-29 14:29:51","R_1fftkymj9A8TyUU","","","","",NA,NA,"anonymous","EN","Not familiar at all","4","4","4","4","4","4","4","5","4","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","25","Female","Italy","Master's degree","Other","",NA,"sponsor2"
"68","2021-04-29 14:52:12","2021-04-29 14:55:21","IP Address",NA,"100","189","True","2021-04-29 14:55:22","R_BX8wLNzr0nGwEr7","","","","",NA,NA,"anonymous","EN","Very familiar","4","4","3","3","4","4","4","4","4","Somewhat agree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","23","Male","India","Master's degree","Business or related","",NA,"sponsor4"
"69","2021-04-29 14:56:49","2021-04-29 14:59:25","IP Address",NA,"100","155","True","2021-04-29 14:59:25","R_2A1l2UH6aCvFfSI","","","","",NA,NA,"anonymous","EN","Slightly familiar","7","7","7","7","7","7","6","6","7","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly disagree","Strongly agree","Somewhat agree","21","Male","United States of America","High school","Business or related","",NA,"sponsor1"
"70","2021-04-29 14:57:55","2021-04-29 15:00:18","IP Address",NA,"100","143","True","2021-04-29 15:00:18","R_1DHfKS8kZ35bdhC","","","","",NA,NA,"anonymous","EN","Moderately familiar","2","2","2","2","3","4","3","2","4","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","31","Female","Germany","Bachelor's degree","Other","Student",NA,"sponsor3"
"71","2021-04-29 15:08:09","2021-04-29 15:09:30","IP Address",NA,"100","80","True","2021-04-29 15:09:30","R_scWNc2Nx6JNUlyN","","","","",NA,NA,"anonymous","EN","Moderately familiar","3","3","4","5","6","6","3","4","6","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","23","Female","Netherlands","Bachelor's degree","Business or related","",NA,"sponsor2"
"72","2021-04-29 15:13:29","2021-04-29 15:15:31","IP Address",NA,"100","121","True","2021-04-29 15:15:32","R_9S6dEGweZtqtQyd","","","","",NA,NA,"anonymous","EN","Moderately familiar","1","1","1","1","1","1","1","1","1","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","23","Female","Netherlands","Master's degree","Business or related","",NA,"sponsor4"
"73","2021-04-29 15:21:59","2021-04-29 15:24:50","IP Address",NA,"100","170","True","2021-04-29 15:24:50","R_3h6Gr9BBgQZ1g71","","","","",NA,NA,"anonymous","EN","Moderately familiar","6","6","6","5","5","7","5","5","6","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","25","Female","Norway","Bachelor's degree","Business or related","",NA,"sponsor1"
"74","2021-04-29 16:08:44","2021-04-29 16:13:09","IP Address",NA,"100","265","True","2021-04-29 16:13:11","R_bBInH5A4HcjSgH7","","","","",NA,NA,"anonymous","EN","Moderately familiar","3","3","3","3","3","3","4","4","4","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","22","Female","United Kingdom of Great Britain and Northern Ireland","Bachelor's degree","Other","",NA,"sponsor2"
"75","2021-04-30 00:41:20","2021-04-30 00:43:14","IP Address",NA,"100","114","True","2021-04-30 00:43:14","R_2xLG63n5lnae08L","","","","",NA,NA,"anonymous","EN","Slightly familiar","5","4","1","2","4","3","4","3","2","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Strongly agree","Somewhat disagree","23","Male","Italy","Bachelor's degree","Business or related","",NA,"sponsor1"
"76","2021-04-30 00:41:27","2021-04-30 00:45:34","IP Address",NA,"100","247","True","2021-04-30 00:45:35","R_1guadi0JML69vS8","","","","",NA,NA,"anonymous","EN","Not familiar at all","3","3","3","2","1","5","4","4","4","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","21","Male","Italy","Bachelor's degree","Business or related","",NA,"sponsor3"
"77","2021-04-30 01:23:30","2021-04-30 01:44:00","IP Address",NA,"100","1229","True","2021-04-30 01:44:00","R_e8Po9liugmtuFzP","","","","",NA,NA,"anonymous","EN","Slightly familiar","6","6","6","5","7","7","6","6","7","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","21","Male","Italy","High school","Business or related","",NA,"sponsor1"
"78","2021-04-30 01:47:43","2021-04-30 01:52:06","IP Address",NA,"100","262","True","2021-04-30 01:52:06","R_3JKtdcrMBwji6gl","","","","",NA,NA,"anonymous","EN","Slightly familiar","3","4","3","4","3","4","5","5","5","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","22","Female","Italy","High school","Business or related","",NA,"sponsor2"
"79","2021-04-30 02:04:46","2021-04-30 02:06:51","IP Address",NA,"100","124","True","2021-04-30 02:06:51","R_1LuN3QvWkOf9rBi","","","","",NA,NA,"anonymous","EN","Extremely familiar","6","5","5","6","4","6","5","5","6","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","35","Female","India","Master's degree","Business or related","",NA,"sponsor1"
"80","2021-04-30 03:08:12","2021-04-30 03:11:01","IP Address",NA,"100","169","True","2021-04-30 03:11:01","R_3HqAgiRNVcZbdDY","","","","",NA,NA,"anonymous","EN","Slightly familiar","2","2","2","2","2","2","3","3","4","Strongly disagree","Somewhat disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","24","Female","Germany","Master's degree","Business or related","",NA,"sponsor2"
"81","2021-04-30 03:05:48","2021-04-30 03:27:00","IP Address",NA,"100","1272","True","2021-04-30 03:27:01","R_24NS9S6V5jMEUNv","","","","",NA,NA,"anonymous","EN","Slightly familiar","6","6","5","6","6","6","6","6","6","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","23","Male","Netherlands","Bachelor's degree","Business or related","",NA,"sponsor3"
"82","2021-04-30 03:24:01","2021-04-30 03:27:01","IP Address",NA,"100","179","True","2021-04-30 03:27:01","R_3kgEb7wm1rfd6ip","","","","",NA,NA,"anonymous","EN","Moderately familiar","7","6","6","5","7","7","7","7","7","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","25","Male","Netherlands","Master's degree","Business or related","",NA,"sponsor1"
"83","2021-04-30 04:02:18","2021-04-30 04:04:24","IP Address",NA,"100","126","True","2021-04-30 04:04:25","R_12JD1C4KhhRgNId","","","","",NA,NA,"anonymous","EN","Moderately familiar","6","5","5","5","6","6","7","7","7","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","23","Female","Portugal","Bachelor's degree","Business or related","",NA,"sponsor2"
"84","2021-04-30 04:31:54","2021-04-30 04:35:04","IP Address",NA,"100","189","True","2021-04-30 04:35:05","R_3HSsKwrQyEAtV1k","","","","",NA,NA,"anonymous","EN","Moderately familiar","7","7","7","5","6","7","7","7","7","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree","23","Female","Netherlands","Bachelor's degree","Business or related","",NA,"sponsor1"
"85","2021-04-30 05:51:07","2021-04-30 05:53:08","IP Address",NA,"100","120","True","2021-04-30 05:53:08","R_RqM0Ou6uMqIhGEx","","","","",NA,NA,"anonymous","EN","Moderately familiar","3","5","4","4","2","2","5","6","1","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","28","Female","Bahrain","Master's degree","Business or related","",NA,"sponsor3"
"86","2021-04-30 06:18:58","2021-04-30 06:23:33","IP Address",NA,"100","274","True","2021-04-30 06:23:33","R_1DBS3bOA6SguCuw","","","","",NA,NA,"anonymous","EN","Moderately familiar","6","6","6","6","6","6","6","6","6","Strongly agree","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","23","Female","Italy","Bachelor's degree","Business or related","",NA,"sponsor3"
"87","2021-04-30 07:46:27","2021-04-30 07:48:01","IP Address",NA,"100","93","True","2021-04-30 07:48:01","R_1GUg5nBUzI7p8VD","","","","",NA,NA,"anonymous","EN","Moderately familiar","1","1","1","1","1","1","1","1","1","Strongly disagree","Somewhat disagree","Strongly disagree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","25","Female","Germany","Bachelor's degree","Business or related","",NA,"sponsor4"
"88","2021-04-30 07:47:54","2021-04-30 07:49:15","IP Address",NA,"100","81","True","2021-04-30 07:49:16","R_10woAMnRXFGOs2Y","","","","",NA,NA,"anonymous","EN","Extremely familiar","7","7","7","7","7","7","7","7","7","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","22","Female","Netherlands","Bachelor's degree","Business or related","",NA,"sponsor1"
"89","2021-04-30 07:50:14","2021-04-30 07:53:02","IP Address",NA,"100","167","True","2021-04-30 07:53:03","R_3JgAoMndsPWNOHn","","","","",NA,NA,"anonymous","EN","Moderately familiar","2","1","2","1","1","1","4","3","3","Strongly disagree","Strongly disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Strongly agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","20","Female","France","High school","Other","engineering ",NA,"sponsor2"
"90","2021-04-30 08:24:01","2021-04-30 08:27:56","IP Address",NA,"100","234","True","2021-04-30 08:27:56","R_1Iz8LMQLgdnSIdR","","","","",NA,NA,"anonymous","EN","Slightly familiar","7","5","2","6","5","4","7","7","7","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","21","Female","United States of America","Bachelor's degree","Other","Psychology",NA,"sponsor2"
"91","2021-04-30 08:42:27","2021-04-30 08:44:16","IP Address",NA,"100","108","True","2021-04-30 08:44:16","R_3WeZIBQGoUB7vR7","","","","",NA,NA,"anonymous","EN","Slightly familiar","7","4","4","3","3","4","4","4","4","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly disagree","Strongly agree","Somewhat disagree","Somewhat disagree","29","Female","Singapore","Bachelor's degree","Other","",NA,"sponsor3"
"92","2021-04-30 09:15:31","2021-04-30 09:17:07","IP Address",NA,"100","95","True","2021-04-30 09:17:07","R_12bXLsMi0Hcu3D7","","","","",NA,NA,"anonymous","EN","Moderately familiar","3","3","5","4","4","4","4","4","4","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","21","Male","Germany","High school","Business or related","",NA,"sponsor1"
"93","2021-04-30 09:42:58","2021-04-30 09:45:22","IP Address",NA,"100","144","True","2021-04-30 09:45:23","R_ZgGuiNOZJGLLXmV","","","","",NA,NA,"anonymous","EN","Slightly familiar","2","1","2","1","1","2","2","3","3","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","23","Male","Lithuania","Bachelor's degree","Business or related","",NA,"sponsor4"
"94","2021-04-30 09:46:16","2021-04-30 09:48:25","IP Address",NA,"100","128","True","2021-04-30 09:48:25","R_p6pEEhl5bzvX9Xb","","","","",NA,NA,"anonymous","EN","Moderately familiar","7","7","4","6","6","6","6","3","5","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","22","Female","Poland","High school","Business or related","",NA,"sponsor1"
"95","2021-04-30 10:18:24","2021-04-30 10:20:08","IP Address",NA,"100","104","True","2021-04-30 10:20:09","R_3phismvE0rWA93o","","","","",NA,NA,"anonymous","EN","Slightly familiar","3","2","2","2","6","4","3","3","3","Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","28","Female","United States of America","Master's degree","Business or related","",NA,"sponsor2"
"96","2021-04-30 11:06:03","2021-04-30 11:07:40","IP Address",NA,"100","97","True","2021-04-30 11:07:40","R_1MNdRV5VzR9fxkz","","","","",NA,NA,"anonymous","EN","Slightly familiar","3","4","4","4","4","3","5","5","6","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","21","Female","Netherlands","Bachelor's degree","Business or related","",NA,"sponsor3"
"97","2021-04-30 16:10:31","2021-04-30 16:12:30","IP Address",NA,"100","119","True","2021-04-30 16:12:31","R_bpcfPC038EyQ4Tf","","","","",NA,NA,"anonymous","EN","Slightly familiar","5","4","5","2","3","3","5","4","2","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","22","Female","Italy","High school","Business or related","",NA,"sponsor4"
"98","2021-05-01 02:53:44","2021-05-01 02:55:18","IP Address",NA,"100","94","True","2021-05-01 02:55:19","R_12r7UZTdAedfNBP","","","","",NA,NA,"anonymous","EN","Not familiar at all","4","4","4","4","4","3","4","4","3","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","23","Female","Italy","High school","Other","",NA,"sponsor4"
"99","2021-05-01 02:53:57","2021-05-01 02:57:32","IP Address",NA,"100","215","True","2021-05-01 02:57:32","R_3nNqevl8QqeVcOY","","","","",NA,NA,"anonymous","EN","Slightly familiar","6","6","5","6","6","5","6","6","6","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","21","Female","Italy","Bachelor's degree","Other","",NA,"sponsor3"
"100","2021-05-01 02:54:36","2021-05-01 02:58:48","IP Address",NA,"100","251","True","2021-05-01 02:58:48","R_1Licef8q7qkvF39","","","","",NA,NA,"anonymous","EN","Moderately familiar","2","3","4","3","3","3","3","3","3","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Strongly agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","22","Female","Italy","Bachelor's degree","Business or related","",NA,"sponsor4"
"101","2021-05-01 02:55:16","2021-05-01 03:01:06","IP Address",NA,"100","349","True","2021-05-01 03:01:06","R_3kG4A3KyQg0aWBk","","","","",NA,NA,"anonymous","EN","Slightly familiar","4","3","4","5","2","4","4","5","5","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Strongly agree","Somewhat agree","22","Male","Italy","Bachelor's degree","Business or related","",NA,"sponsor2"
"102","2021-05-01 03:02:45","2021-05-01 03:04:07","IP Address",NA,"100","82","True","2021-05-01 03:04:08","R_1Q6sdQG3ubdSjIM","","","","",NA,NA,"anonymous","EN","Slightly familiar","1","5","5","2","3","4","4","6","6","Neither agree nor disagree","Somewhat disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","26","Male","Italy","Master's degree","Business or related","",NA,"sponsor1"
"103","2021-05-01 03:04:52","2021-05-01 03:09:33","IP Address",NA,"100","281","True","2021-05-01 03:09:34","R_21cDanI35R60dkT","","","","",NA,NA,"anonymous","EN","Moderately familiar","6","5","5","5","5","5","5","6","5","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","23","Male","Italy","Bachelor's degree","Business or related","",NA,"sponsor2"
"104","2021-05-01 03:10:52","2021-05-01 03:15:53","IP Address",NA,"100","301","True","2021-05-01 03:15:53","R_1HqvqtfSZhyIx10","","","","",NA,NA,"anonymous","EN","Very familiar","2","3","3","2","2","3","3","4","4","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Strongly agree","Somewhat disagree","Strongly disagree","22","Female","Italy","Bachelor's degree","Other","",NA,"sponsor4"
"105","2021-05-01 03:13:08","2021-05-01 03:15:53","IP Address",NA,"100","164","True","2021-05-01 03:15:54","R_1gBB9ywP9EcBs3w","","","","",NA,NA,"anonymous","EN","Moderately familiar","3","3","3","2","4","5","2","3","2","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","22","Male","United Kingdom of Great Britain and Northern Ireland","Bachelor's degree","Other","Criminology ",NA,"sponsor3"
"106","2021-05-01 03:16:43","2021-05-01 03:21:40","IP Address",NA,"100","297","True","2021-05-01 03:21:41","R_R9zVyK9mGUvIlNL","","","","",NA,NA,"anonymous","EN","Very familiar","6","6","6","6","5","7","7","6","6","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","25","Male","Italy","Bachelor's degree","Business or related","",NA,"sponsor4"
"107","2021-05-01 03:20:12","2021-05-01 03:27:44","IP Address",NA,"100","451","True","2021-05-01 03:27:44","R_Xtay1weKkerPjjP","","","","",NA,NA,"anonymous","EN","Moderately familiar","5","3","4","4","1","3","5","5","5","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","23","Male","Italy","Bachelor's degree","Other","Physics",NA,"sponsor2"
"108","2021-05-01 04:04:08","2021-05-01 04:08:19","IP Address",NA,"100","251","True","2021-05-01 04:08:20","R_AhzZvkJ5sUAhpsd","","","","",NA,NA,"anonymous","EN","Not familiar at all","6","5","5","7","7","7","7","7","7","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Strongly agree","Strongly agree","23","Female","Italy","Bachelor's degree","Other","Scientific field",NA,"sponsor1"
"109","2021-05-01 04:39:03","2021-05-01 04:43:55","IP Address",NA,"100","292","True","2021-05-01 04:43:56","R_Xt8guMyZSSBhg8V","","","","",NA,NA,"anonymous","EN","Slightly familiar","5","5","5","4","5","4","5","5","5","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","52","Male","Italy","Bachelor's degree","Business or related","",NA,"sponsor4"
"110","2021-05-01 04:51:49","2021-05-01 04:56:35","IP Address",NA,"100","285","True","2021-05-01 04:56:35","R_UxWc8VTtT6XUKCl","","","","",NA,NA,"anonymous","EN","Moderately familiar","2","2","3","5","1","3","4","6","5","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat agree","20","Female","Italy","High school","Business or related","",NA,"sponsor2"
